scenicness,connectivity,objects,description,id,latitude,longitude,image_path,greenery_pct,building_pct,sky_pct,road_pct,water_pct
0,0,"[""Text: 'Sorry, we have no imagery here.'""]",The image is a blank space with a notice stating there is no available imagery.,1319,38.90872306588643,-77.09435083943578,DC_images/dc_1319.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
5,6,"['apartment buildings', 'trees', 'grass lawn', 'sidewalk', 'benches', 'hedges', 'flower shrub', 'signs', 'cars']",A green courtyard with sidewalks and trees beside a residential apartment building.,2129,38.93035496095666,-77.07823311521058,DC_images/dc_2129.jpg,45.899658203125,14.185791015624998,13.00927734375,0.948974609375,0.0
4,6,"['sidewalk', 'street light poles', 'trees', 'fences (chain-link and wooden)', 'houses', 'utility pole with wires', 'yard', 'sky', 'bushes']",A quiet residential pathway runs alongside fenced yards and houses with some trees and light poles under a partly cloudy sky.,7596,38.921368315030726,-76.96751943357744,DC_images/dc_7596.jpg,18.16796875,3.749755859375,32.563232421875,0.6845703125,0.0
2,8,"['training sign', 'adoption sign', 'store display', 'flyers', 'dog toys', 'shopping carts', 'informational posters', 'products on shelves', 'enroll today sign']","This is an indoor pet store area focused on dog training and adoption, with informational signs and pet products on display.",4294,38.92857441822767,-77.0344064653028,DC_images/dc_4294.jpg,0.0,0.0,0.0,0.0,0.0
0,0,"[""Text: 'Sorry, we have no imagery here.'""]",This image consists of a blank background with a message stating there is no available imagery.,7118,38.88173375089819,-76.97675766938328,DC_images/dc_7118.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
1,0,"['fog', 'indistinct ground', 'blurred vertical shapes']","A heavily fogged scene with little visibility, showing indistinct forms and no clear features.",5797,38.966414169121975,-77.00442349933068,DC_images/dc_5797.jpg,0.0,0.0,0.0,0.0,0.0
4,7,"['road', 'sidewalk', 'fence', 'grass', 'trees', 'hydrant', 'residential buildings', 'power lines', 'construction materials']","A quiet urban street lined with trees, facing a grassy vacant lot and some residential buildings in the background.",5953,38.83669395463718,-76.99980827393716,DC_images/dc_5953.jpg,43.468994140625,2.340576171875,8.31005859375,37.408935546875,0.0
6,7,"['large tree', 'sidewalk', 'grass', 'building', 'sign', 'car', 'street', 'streetlights', 'curb']","A large leafless tree stands in an open grassy area near a sidewalk, with a building and cars visible in the background.",7266,38.94298996462338,-76.97443066974549,DC_images/dc_7266.jpg,52.42919921875,2.332275390625,30.799560546875,2.26708984375,0.0
6,8,"['cars', 'vans', 'buildings', 'crosswalk', 'trees', 'clouds', 'street signs', 'sidewalk']","A pleasant urban street scene with parked cars, greenery, a crosswalk, and mixed historic and modern buildings under a partly cloudy sky.",5653,38.91236430450417,-77.00672618533795,DC_images/dc_5653.jpg,29.28466796875,2.77001953125,20.551513671875,34.552734375,0.0
5,8,"['cars', 'road', 'trees', 'sidewalk', 'apartment buildings', 'houses', 'parking lines', 'grass', 'fence']","A residential street lined with cars on both sides, bordered by trees and a mix of apartments and houses under a partly cloudy sky.",6433,38.87993400653995,-76.99058819698084,DC_images/dc_6433.jpg,21.88720703125,5.914306640625,26.345458984375,33.40576171875,0.0
4,3,"['cars', 'fence', 'trees', 'pole', 'sidewalk', 'buildings', 'covered object', 'street']",A quiet residential street ends at a gated fence with a few parked cars and some trees under a blue sky.,8374,38.885329306112254,-76.95139968671086,DC_images/dc_8374.jpg,17.100341796875,4.1533203125,32.52685546875,30.0029296875,0.0
7,6,"['tree', 'grass', 'benches', 'sidewalk/pathway', 'people', 'lampposts', 'trash cans']","A shaded park area with large trees, grassy spaces, benches, and people walking in the background.",4614,38.88893953848982,-77.02747150755293,DC_images/dc_4614.jpg,91.784912109375,0.0,7.89990234375,0.193603515625,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'""]",A blank white screen with text indicating there is no available imagery.,4350,38.82407770313253,-77.0320529303087,DC_images/dc_4350.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
6,7,"['trees', 'sidewalks', 'parked cars', 'houses', 'power lines', 'leaves on ground', 'road', 'street signs']","A quiet suburban street lined with autumn trees, parked cars, and houses on either side.",7677,38.861912403972525,-76.96524208261607,DC_images/dc_7677.jpg,15.854248046875,1.730712890625,37.19287109375,29.572509765625,0.0
6,5,"['street', 'sidewalk', 'parked cars', 'streetlamp', 'trees', 'houses', 'shrubbery', 'brick walls']","A quiet residential street lined with trees, parked cars, and classic houses on a clear day.",1892,38.9141368092256,-77.08282751802436,DC_images/dc_1892.jpg,23.700439453125,7.085205078124999,25.747314453125,35.2451171875,0.0
2,6,"['glass walls', 'ceiling lights', 'carpeted floor', 'air conditioning vent']","A modern office hallway with frosted glass walls, ceiling lights, and minimal visible furnishings.",4619,38.89794790705506,-77.02747497663958,DC_images/dc_4619.jpg,0.0,0.0,0.0,0.0,0.0
6,7,"['road', 'sidewalk', 'trees', 'parked cars', 'utility poles', 'houses', 'street sign']","A quiet, tree-lined suburban street with parked cars and houses on one side and lush greenery on the other.",6579,38.9375871981661,-76.9882737321688,DC_images/dc_6579.jpg,46.075439453125,3.16943359375,10.00830078125,31.279052734375,0.0
2,8,"['menu boards', 'drink dispensers', 'counter', 'cash register', 'cups', 'monitor', 'lights', 'wall décor', 'hallway']","A casual restaurant counter area with drink dispensers and menu boards, brightly lit with yellow and green walls.",1803,38.95917661841884,-77.08518741189748,DC_images/dc_1803.jpg,0.0,0.0,0.0,0.0,0.0
5,7,"['tree', 'sidewalk', 'house', 'stairs', 'bushes', 'car', 'plants', 'porch', 'windows']","A residential street with row houses, mature trees, and a sidewalk bordered by gardens and greenery.",6447,38.90515744336131,-76.99058486879618,DC_images/dc_6447.jpg,44.0166015625,16.512939453125,10.6787109375,16.66796875,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'""]",The image displays a blank area with a message stating there is no imagery available.,4939,38.85831240122867,-77.02054684364614,DC_images/dc_4939.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
7,6,"['trees', 'cars', 'sidewalk', 'street', 'buildings', 'fence', 'curb']","A quiet, tree-lined residential street with parked cars and sunny weather.",3375,38.91595588070182,-77.05284961502683,DC_images/dc_3375.jpg,38.3740234375,1.261962890625,14.75,39.935791015625,0.0
0,0,"[""text ('Sorry, we have no imagery here.')""]",The image is blank with only a message stating there is no available imagery.,4244,38.838490587300726,-77.03436305319349,DC_images/dc_4244.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
0,0,"[""Text: 'Sorry, we have no imagery here.'""]",This image is a blank map tile with a message indicating no available imagery.,3514,38.9609983646685,-77.05057540220963,DC_images/dc_3514.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
7,8,"['car', 'trees', 'road', 'sidewalk', 'houses', 'fence', 'streetlight', 'park/green area']","A tree-lined suburban street with houses on one side, a grassy area on the other, and a car driving along the road.",9291,38.89432854914271,-76.93294991010832,DC_images/dc_9291.jpg,43.640380859375,2.4638671875,6.9501953125,32.864013671875,0.0
2,1,"['window blinds', 'window', 'building rooftops', 'sky']",A view through window blinds reveals rooftops of nearby buildings under a clear sky.,4283,38.9087560984182,-77.03439690523011,DC_images/dc_4283.jpg,0.0,0.92626953125,0.0,0.0,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'""]",A blank image with a message indicating no available imagery.,5902,38.95019936620681,-77.00211523088795,DC_images/dc_5902.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
5,8,"['glass door', 'fire extinguisher', 'sidewalk', 'a-frame sign', 'trees', 'building windows', 'planters']",A modern glass entrance leads to a well-maintained urban area with greenery and visible office buildings.,4836,38.87813047062262,-77.02285748215024,DC_images/dc_4836.jpg,5.52783203125,8.587646484375,0.0,0.0,0.0
4,6,"['sidewalk', 'car', 'trees', 'utility pole', 'fence', 'school building', 'playground sign', 'sports court', 'lamp post']",A street view showing a parked car beside a fenced schoolyard with a playground and green areas on a sunny day.,6070,38.84209899883767,-76.9975044907708,DC_images/dc_6070.jpg,23.92236328125,4.373046875,24.906494140625,20.736328125,0.0
5,7,"['tree', 'car', 'sidewalk', 'fence', 'brick wall', 'steps', 'grass lawn', 'houses', 'windows', 'driveway', 'front porches', 'power lines']","A suburban residential street scene with two houses, a car parked on the road, a central tree, and a fenced grassy yard.",9397,38.87991380086119,-76.93065846504506,DC_images/dc_9397.jpg,37.003173828125,9.69091796875,15.25244140625,14.992431640625,0.0
6,8,"['trees', 'cars', 'sidewalk', 'road', 'traffic sign', 'grass', 'curb']","A tree-lined road with multiple cars, sidewalks, and a directional traffic sign on a clear day.",4201,38.96640848340154,-77.03673251795001,DC_images/dc_4201.jpg,52.39282226562501,0.138916015625,8.41748046875,33.04248046875,0.0
7,6,"['house', 'trees', 'sidewalk', 'stairs', 'street sign', 'bushes', 'grass', 'hydrant', 'curb', 'mulched area']","A cozy residential house with a shaded front yard, surrounded by mature trees and greenery, located along a sidewalk with a street sign and a fire hydrant.",4209,38.98082165379881,-77.036739948281,DC_images/dc_4209.jpg,55.571044921875,3.335693359375,12.315185546875,16.0107421875,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'""]",This image is a blank screen with a message indicating that no imagery is available.,3270,38.93216978581609,-77.05516831209503,DC_images/dc_3270.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
2,4,"['cars', 'trash bins', 'buildings', 'wooden fence', 'trees', 'pavement', 'trash', 'windows', 'brick wall']","A small urban parking lot with trash bins, a parked car, and surrounding residential buildings.",3367,38.90154253236677,-77.05283893637736,DC_images/dc_3367.jpg,1.4658203125,16.53173828125,32.464111328125,35.88427734375,0.0
4,5,"['cars', 'trees', 'streetlamp', 'road', 'sidewalk', 'road sign']",A row of parked cars lines a street bordered by dense green trees under a clear blue sky.,8395,38.923164376724834,-76.95137390127105,DC_images/dc_8395.jpg,24.528076171875,0.426025390625,32.053955078125,32.00927734375,0.0
0,0,"['text: Sorry, we have no imagery here.']",This image displays a blank background with a message indicating there is no available imagery.,4225,38.80425837826146,-77.03434658530213,DC_images/dc_4225.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
5,7,"['bicyclist', 'person walking', 'paved path', 'trees', 'bushes', 'grass', 'overpass/bridge', 'cars', 'traffic cone', 'cloudy sky']",A cyclist and a pedestrian share a paved path alongside a road and overpass on a cloudy day.,3139,38.90154035569668,-77.0574503123171,DC_images/dc_3139.jpg,39.407958984375,0.144775390625,40.47509765625,14.7919921875,0.0
4,8,"['cars', 'trees', 'street lights', 'bus stop shelter', 'sidewalk', 'power lines', 'advertisement boards']","A calm urban road with several cars, a bus stop shelter, and trees lining both sides.",7122,38.88894045612031,-76.97675532165688,DC_images/dc_7122.jpg,12.98193359375,0.62060546875,38.799072265625,36.256591796875,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'""]",This image contains only a blank background with a message indicating no available imagery.,3992,38.79524842603839,-77.03894676962553,DC_images/dc_3992.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
3,7,"['bike path', 'grass', 'trees', 'overpass/bridge', 'street lights', 'road', 'clear sky']",A paved bike path runs parallel to a road and overpass with grassy areas and a clear blue sky.,7582,38.89614495298562,-76.96753091784497,DC_images/dc_7582.jpg,25.034179687500004,0.0,42.68408203125,29.224365234375,0.0
3,6,"['brick apartment buildings', 'driveway', 'fence', 'grass', 'trees', 'rocks', 'power lines', 'utility poles', 'air conditioning units']","A paved driveway runs between brick apartment buildings with some green grass, trees, rocks, and overhead power lines.",4427,38.9628065430252,-77.03211532047594,DC_images/dc_4427.jpg,29.79931640625,24.8154296875,15.10986328125,28.015625,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'""]",This image contains only a blank background with a message indicating no available imagery.,5293,38.879933589487166,-77.01363809886082,DC_images/dc_5293.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
6,5,"['tree', 'sidewalk', 'grass', 'fence', 'street', 'playing field', 'benches', 'distant structure']","A large tree shades a sidewalk next to a grassy field, separated by a wire fence and featuring some benches and distant playground or sports equipment.",7469,38.897947243590615,-76.96983566988527,DC_images/dc_7469.jpg,66.5546875,0.0087890625,3.516357421875,26.336669921875,0.0
4,9,"['cars', 'white van', 'traffic lights', 'crosswalk', 'trees', 'buildings', 'sky', 'street signs']","A busy urban intersection with several cars, a prominent crosswalk, and traffic lights under a partly cloudy sky.",5765,38.90876107799348,-77.00441992376768,DC_images/dc_5765.jpg,5.906494140625,1.892333984375,39.255615234375,45.92626953125,0.0
7,8,"['cars', 'street', 'trees', 'sidewalk', 'street lamp', 'grass', 'curb', 'brick border', 'road markings']","A tree-lined street with moderate car traffic and a clear, sunny sky, bordered by greenery and a sidewalk.",4202,38.968210131984726,-77.03673344657703,DC_images/dc_4202.jpg,42.822021484375,0.0,12.69775390625,33.406982421875,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'""]",This image is a blank placeholder indicating that no imagery is available for the specified location.,4691,38.82227770160163,-77.02514273439593,DC_images/dc_4691.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
5,6,"['building with mural', 'purple awning', 'fence', 'sidewalk', 'street', 'manhole cover', 'traffic cone', 'railings', 'windows', 'tree', 'post with signs']","A street scene with a building featuring a large purple fruit mural, purple awning, and some urban infrastructure.",6680,38.91416532334494,-76.98597148660544,DC_images/dc_6680.jpg,1.34619140625,27.440673828125,19.05322265625,36.866943359375,0.0
1,7,"['double doors', 'yellow mop bucket', 'trash bins', 'cleaning supplies', 'blue wall panel', 'ceiling lights']",A utilitarian hallway with double doors opens into a maintenance or storage area with cleaning supplies and bins.,3708,38.89974378482719,-77.04592071214263,DC_images/dc_3708.jpg,0.0,0.0,0.0,0.0,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'""]",This image is blank except for a message indicating the absence of imagery.,3022,38.89613418406076,-77.05975147272126,DC_images/dc_3022.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
6,4,"['tombstones', 'graves', 'trees', 'grassy area', 'paved path', 'clouds', 'sky']","A peaceful cemetery with numerous tombstones set in a grassy landscape and bordered by trees, under a partly cloudy sky.",5658,38.92137263532776,-77.0067270349959,DC_images/dc_5658.jpg,47.166259765625,0.2861328125,33.01171875,19.217041015625,0.0
6,5,"['trees', 'road', 'cars', 'sidewalk', 'trash bins', 'curb', 'street sign', 'power lines']","A quiet suburban street lined with trees and parked cars, featuring sidewalks and utility poles.",1324,38.91773139794766,-77.09436275731032,DC_images/dc_1324.jpg,56.368408203125,0.0,5.6201171875,34.317626953125,0.0
6,7,"['houses', 'trees', 'cars', 'sidewalk', 'street', 'power lines', 'shrubs', 'fence']","A quiet suburban street with parked cars, greenery, and residential houses under a clear sky.",647,38.93033104222645,-77.1082191560319,DC_images/dc_647.jpg,21.19140625,7.715087890625,29.412109375,17.814697265625,0.0
7,5,"['brick house', 'shrubs', 'tree', 'flowers', 'car', 'grass', 'sidewalk', 'road', 'brick wall']",A leafy residential garden with lush greenery and flowers beside a brick house and a parked car nearby.,1800,38.95377166299262,-77.0851809523922,DC_images/dc_1800.jpg,75.570556640625,9.325439453125,3.3837890625,0.39013671875,0.0
6,6,"['modern house', 'steps', 'handrails', 'sidewalk', 'greenery', 'shrubs', 'trees', 'retaining walls', 'signpost', 'windows', 'door', 'driveway', 'street']","A modern two-story house with large windows and lush landscaping, viewed from a quiet suburban street.",1332,38.93214469800735,-77.09438183217331,DC_images/dc_1332.jpg,30.652099609375,20.6044921875,24.708251953125,5.90234375,0.0
5,8,"['row houses', 'cars', 'trees', 'sidewalk', 'street', 'fence', 'porches', 'steps']",A quiet residential street flanked by charming row houses and parked cars on a cloudy day.,4413,38.93758337753464,-77.03210395874999,DC_images/dc_4413.jpg,16.315673828125,17.420654296875,21.008544921875,38.094970703125,0.0
4,7,"['white van', 'ladder', 'sidewalk', 'trees', 'fence', 'brick building', 'house', 'windows', 'door', 'grass']",A quiet residential street with a white electric works van parked in front of a brick and gray house shaded by trees.,8031,38.883530302460855,-76.95831623203394,DC_images/dc_8031.jpg,27.80810546875,20.265869140625,13.788330078125,15.24658203125,0.0
3,6,"['brick building', 'windows', 'shrubs', 'sidewalk', 'street', 'curb', 'manhole cover', 'streetlight', 'clouds', 'sky']",A plain brick building with multiple windows sits alongside a quiet street and sidewalk under a partly cloudy sky.,6333,38.905157606424666,-76.99289067406511,DC_images/dc_6333.jpg,4.271240234375,31.399658203125004,27.784423828125,26.852539062500004,0.0
0,0,"['text: Sorry, we have no imagery here.']",This image is a blank screen with a message indicating no available imagery.,1902,38.93215344250509,-77.0828484468826,DC_images/dc_1902.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
7,8,"['row houses', 'trees', 'sidewalk', 'streetlamp', 'traffic sign', 'stairs', 'garden/flowers', 'brick edging']",A tree-lined street with charming row houses and well-maintained gardens in front.,4628,38.91416293382447,-77.02748122320394,DC_images/dc_4628.jpg,41.457763671875,20.120361328125,0.299072265625,4.962646484375,0.0
2,5,"['brick building', 'apartment building', 'chain link fence', 'bare trees', 'dumpsters', 'garbage bins', 'parking lot', 'utility pole', 'pavement', 'bushes']","A narrow alleyway with dumpsters and brick buildings, bordered by a fenced lot and bare trees.",3158,38.93577199437127,-77.05747789515554,DC_images/dc_3158.jpg,19.8427734375,20.001953125,19.225830078125,38.562744140625,0.0
6,5,"['statue', 'grass', 'trees', 'building', 'sidewalk', 'clouds']","A modern building stands behind a grassy lawn with a central statue, surrounded by trees and a sidewalk.",3705,38.89433876757787,-77.0459172330136,DC_images/dc_3705.jpg,76.457763671875,7.677001953125,15.33154296875,0.0,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'""]",A blank image with a message stating there is no available imagery.,4256,38.860110833802246,-77.03437346210575,DC_images/dc_4256.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
0,0,"['text: Sorry, we have no imagery here']",A blank image with a message indicating that no imagery is available.,7926,38.89974617016903,-76.96061238707325,DC_images/dc_7926.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
0,0,"['text: Sorry, we have no imagery here.']",A blank image with a message indicating there is no available imagery.,531,38.92672556177511,-77.11052018856681,DC_images/dc_531.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
4,7,"['car', 'road', 'crosswalk', 'tree', 'streetlights', 'sidewalk', 'houses', 'power lines', 'grass']","A suburban street scene with a car, crosswalk, trees, and residential homes under a partly cloudy sky.",7597,38.92316997928733,-76.96751861296174,DC_images/dc_7597.jpg,30.341064453125,1.8837890625,29.843017578125,34.60546875,0.0
4,7,"['tree', 'road', 'sidewalk/path', 'lamp posts', 'cars', 'building', 'grass', 'sky']","A divided street with adjoining pedestrian path, sparse vehicles, greenery, and a distant building under a clear blue sky.",7462,38.885335523709614,-76.96984100173127,DC_images/dc_7462.jpg,20.933837890625,1.192626953125,39.229248046875,36.754150390625,0.0
7,6,"['cars', 'tree', 'sidewalk', 'brick houses', 'windows', 'bushes', 'flowers', 'street', 'lawn', 'driveway']",A picturesque suburban street with parked cars and well-maintained brick houses surrounded by lush greenery and flowers.,2364,38.942969570236485,-77.07363290006661,DC_images/dc_2364.jpg,38.662109375,5.777099609375,17.288818359375,24.0439453125,0.0
5,2,"['streetlamp', 'sidewalk', 'curb', 'trees', 'grass', 'sign']",A grassy roadside area bordered by trees with a streetlamp and sidewalk visible.,3048,38.942977469927264,-77.05979073349123,DC_images/dc_3048.jpg,75.482421875,0.0,10.610595703125,10.583251953125,0.0
4,6,"['cars', 'tow truck', 'tennis courts', 'apartment buildings', 'utility poles', 'street', 'sidewalk', 'Shell gas station sign', 'stop sign', 'trees', 'fence']","A suburban intersection with a Shell gas station, tennis courts, and residential buildings in the background.",7938,38.92136618709782,-76.96060044592355,DC_images/dc_7938.jpg,11.164794921875,3.550537109375,39.519775390625,43.447265625,0.0
2,8,"['tables', 'chairs', 'television/monitor', 'partition wall', 'carpet', 'overhead lights', 'window', 'background banner']","This image shows a modern conference or meeting room with several tables and chairs, a TV monitor, and a partition wall.",3709,38.90154545608375,-77.04592187196947,DC_images/dc_3709.jpg,0.0,0.0,0.0,0.0,0.0
6,8,"['road', 'sidewalk', 'lamp posts', 'bicycle racks', 'modern building', 'trees', 'parking spaces', 'banners', 'curved residential or office building']","A modern urban street scene with ample bike racks, lamp posts, and surrounding contemporary architecture.",4949,38.87632922014285,-77.02055203136192,DC_images/dc_4949.jpg,6.606201171874999,15.75537109375,32.627685546875,37.951904296875,0.0
5,7,"['road', 'trees', 'sidewalk', 'utility poles', 'wires', 'houses', 'fence', 'curb', 'street signs']",A quiet suburban street lined with trees and houses under a clear blue sky.,7264,38.93938664889288,-76.97443196204848,DC_images/dc_7264.jpg,43.667236328125,1.925537109375,14.826660156249998,31.861083984375,0.0
6,7,"['sidewalk', 'trees', 'road', 'houses', 'power lines', 'cars', 'lawn', 'fire hydrant', 'bushes', 'sky', 'clouds']","A quiet, tree-lined suburban street with sidewalks, houses, and overhead power lines under a partly cloudy sky.",2600,38.957385619909154,-77.06903280157185,DC_images/dc_2600.jpg,42.162353515625,4.15576171875,17.9111328125,33.883056640625,0.0
5,2,"['trees', 'bushes', 'grass', 'dirt path']","A densely wooded area with lush greenery and a faint dirt path, mostly concealed by vegetation.",3485,38.90875023143372,-77.05053835412619,DC_images/dc_3485.jpg,77.742919921875,0.0,0.002197265625,0.0,0.135986328125
0,0,"[""text: 'Sorry, we have no imagery here.'""]",The image is blank with only a message indicating that no imagery is available.,10086,38.88891315036728,-76.91681803199788,DC_images/dc_10086.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
3,8,"['road', 'cars', 'traffic light', 'sidewalk', 'high-rise building', 'streetlights', 'trees', 'fence', 'overpass', 'pavement markings', 'signs']","An urban roadway with multiple lanes, some vehicles, and adjacent high-rise and infrastructural elements.",5521,38.87993403682967,-77.0090281185299,DC_images/dc_5521.jpg,3.48828125,7.522216796875,37.382568359375,43.721923828125,0.0
7,8,"['cars', 'trees', 'buildings', 'street', 'sidewalk', 'street signs', 'grass', 'power lines']","A tree-lined residential street with parked cars, sidewalks, and brick houses under a clear sky.",5224,38.961008213316745,-77.01596122459291,DC_images/dc_5224.jpg,40.5654296875,6.47021484375,8.651611328125,36.451904296875,0.0
2,4,"['house', 'windows', 'fence', 'plants', 'trash bin', 'sidewalk', 'wires', 'neighboring house', 'sky']",A side view of a light green house with a small garden and wire fence beside a paved sidewalk.,7915,38.87992774773058,-76.96062332677035,DC_images/dc_7915.jpg,3.08349609375,59.763671875,13.432373046875002,3.77001953125,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'""]",This image is a blank space with a message indicating there is no available imagery.,8824,38.87451503925203,-76.94218778963614,DC_images/dc_8824.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
4,6,"['brick building', 'trees', 'fence', 'trash bin', 'sidewalk', 'basketball hoop', 'windows', 'cars (in the background)']","A narrow concrete pathway runs between a brick building and a fenced yard lined with trees and a basketball hoop, opening toward a street in the background.",5108,38.95740457235997,-77.01826791312574,DC_images/dc_5108.jpg,29.429931640625,28.635009765625004,5.55126953125,0.2392578125,0.0
0,0,"[""text saying 'Sorry, we have no imagery here.'""]",The image is blank with only a message indicating that no imagery is available.,6109,38.91236447140017,-76.99750203224812,DC_images/dc_6109.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
6,7,"['car', 'road', 'crosswalk', 'sidewalk', 'trees', 'traffic sign', 'curb']",A quiet tree-lined street with a car driving past a crosswalk in a residential area.,4203,38.97001177991905,-77.03673437525099,DC_images/dc_4203.jpg,48.14501953125,0.316162109375,5.106689453125,28.65869140625,0.0
7,6,"['road', 'lane divider', 'trees', 'street lamps', 'sidewalk', 'bushes']",A quiet road surrounded by lush green trees and dense vegetation on both sides.,881,38.94114517466295,-77.10362162980748,DC_images/dc_881.jpg,61.36083984375,0.0,3.908935546875,33.01416015625,0.0
4,8,"['cars', 'traffic lights', 'church', 'trees', 'power lines', 'street', 'buildings', 'sidewalks', 'parking lot']","A busy intersection with a church, several cars, and commercial buildings under a cloudy sky.",7909,38.86911767033883,-76.96062929131692,DC_images/dc_7909.jpg,7.6748046875,3.4084472656250004,40.07421875,46.12646484375,0.0
3,6,"['red truck', 'sidewalk', 'tree', 'brick apartment building', 'grass', 'street', 'windows', 'entrances', 'utility wires']","A red truck is parked on a street in front of a brick apartment building with visible grass, sidewalks, and trees.",4315,38.96640918557314,-77.0344247311151,DC_images/dc_4315.jpg,18.874755859375,33.389404296875,12.721923828125,14.5576171875,0.0
0,0,"['text: Sorry, we have no imagery here.']",This image contains a blank background with a message indicating that no imagery is available.,4109,38.800654276840746,-77.03664728465839,DC_images/dc_4109.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
2,8,"['overpass', 'road', 'sidewalk', 'concrete barrier', 'graffiti', 'street lamp', 'road sign', 'power lines', 'vegetation']","A concrete overpass with graffiti underneath spans a busy city road with sidewalks, power lines, and a road sign visible.",8725,38.90154128499156,-76.94447157497605,DC_images/dc_8725.jpg,0.91162109375,0.44189453125,38.265869140625,33.1650390625,0.0
4,7,"['cars', 'truck', 'sidewalk', 'building', 'street', 'street lights', 'trees', 'fence', 'grass', 'signs']","A gently curving urban street lined with parked vehicles and bordered by a mix of greenery, sidewalks, and brick buildings under an overcast sky.",6414,38.84570202431996,-76.9905927100411,DC_images/dc_6414.jpg,8.689208984375,6.48828125,38.44384765625,33.09716796875,0.0
7,8,"['cars', 'trees', 'street', 'sidewalk', 'apartment buildings', 'power lines', 'lawns', 'bushes']","A pleasant, tree-lined residential street with parked cars and apartment buildings on both sides.",2247,38.93756312137048,-77.07593417052973,DC_images/dc_2247.jpg,38.6904296875,4.279296875,11.144775390625,36.53955078125,0.0
4,7,"['car', 'tree', 'house', 'sidewalk', 'fence', 'windows', 'doors', 'leaves', 'street', 'power lines', 'trash bins', 'shadows', 'grass']",A residential street scene shows a car parked under a tree in front of a house with a porch and autumn leaves on the ground.,7454,38.87092209558365,-76.96984709296196,DC_images/dc_7454.jpg,11.415771484375,20.939208984375,27.311035156250004,13.430419921875,0.0
4,7,"['road', 'cars', 'power lines', 'light pole', 'grass', 'bushes', 'trees', 'street sign', 'sidewalk curb', 'cloudy sky']","A suburban road bordered by trees, bushes, and utility poles under a cloudy sky.",7328,38.84930245955361,-76.97216022619146,DC_images/dc_7328.jpg,25.893798828125,0.0,36.183837890625,37.656494140625,0.0
7,6,"['tree', 'sidewalk', 'stone steps', 'handrail', 'house', 'bushes', 'grass', 'flag', 'street', 'shrubs']",A charming house sits behind stone steps and lush greenery on a tree-lined neighborhood street.,1787,38.93035012409764,-77.08515297251877,DC_images/dc_1787.jpg,56.20849609375001,7.219970703125,0.437255859375,20.882080078125,0.0
4,2,"['trees', 'bushes', 'fence', 'blue recycling bin', 'gate', 'house (partially visible)', 'ivy', 'grass']",A densely wooded yard with a chain-link fence and blue recycling bin in front of a partially hidden house.,6926,38.94659458693144,-76.9813508137346,DC_images/dc_6926.jpg,82.682861328125,1.37060546875,1.19384765625,0.04833984375,0.0
4,2,"['road', 'sidewalk', 'grass', 'bushes', 'trees', 'lamp post', 'curb']","A roadside view dominated by dense greenery and trees, with little visible infrastructure beyond a lamp post and the edge of a road.",8393,38.91956104788844,-76.951376358206,DC_images/dc_8393.jpg,61.78466796874999,0.0,24.0625,8.519775390625,0.0
6,6,"['tree', 'sidewalk', 'brick house', 'bushes', 'windows', 'porch', 'driveway', 'street', 'fence', 'trash cans']",A brick house with a covered porch sits behind a large tree and sidewalk in a leafy residential area.,6696,38.942991918647216,-76.98596581418253,DC_images/dc_6696.jpg,43.493896484375,13.195068359375,3.814697265625,20.06103515625,0.0
