scenicness,connectivity,objects,description,id,latitude,longitude,image_path,greenery_pct,building_pct,sky_pct,road_pct,water_pct,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34,pc_35,pc_36,pc_37,pc_38,pc_39,pc_40,pc_41,pc_42,pc_43,pc_44,pc_45,pc_46,pc_47,pc_48,pc_49,pc_50
5,5,"['house', 'sidewalk', 'fence', 'shrubs', 'grass', 'trees', 'blue sky', 'shadow']",A residential sidewalk runs alongside a house and iron fence under clear blue skies.,6697,38.94479357562622,-76.98596545950379,DC_images/dc_6697.jpg,16.572998046875,11.367431640625,27.881591796875,0.0,0.0,1.9296905,0.029383404,0.091079645,0.73002696,0.44851622,0.17450552,-0.39938375,-0.9208016,-0.18888487,0.10812754,0.2976227,-0.63990265,-0.52849054,0.9635846,0.04031899,-0.19391342,-0.23503636,-0.6542764,-0.21300688,0.33557904,-0.08168136,-0.043453738,0.337044,-0.06828259,0.08045711,-0.30159834,0.1616938,-0.5251014,-0.18378861,0.015610679,0.08740455,-0.8042774,-0.31175402,-0.15278721,0.4887123,0.67595357,-0.35103643,-0.1467857,0.25130042,0.04075189,0.1714549,-0.36963814,-0.45887074,0.10302394,-0.39086914,0.026339421,-0.35518518,0.004980252,-0.06294867,-0.06585269
6,8,"['road', 'bike lane', 'trees', 'sidewalk', 'fence', 'building', 'parked cars', 'power lines', 'street markings', 'grass']","A quiet suburban street with a bike lane, large trees providing shade, and residential buildings in the background.",8601,38.88352562041881,-76.94679070212707,DC_images/dc_8601.jpg,45.7958984375,1.93603515625,8.127685546875,38.620361328125,0.0,2.6115835,0.60406494,0.597829,-0.9195819,-0.9691253,-0.42608753,-0.008461207,-0.30212274,-0.5887668,0.21600588,0.71758205,-0.21571073,-0.34723875,-0.4259745,0.21819982,-0.19588648,-0.4900975,-0.7120122,0.04220354,-0.4355808,0.16882871,0.050263178,-0.45090178,0.21472904,-0.20624126,-0.2890333,0.14070591,-0.098214194,-0.093979284,0.14071544,-0.16347603,0.20015529,-0.27383882,0.00278081,0.08397321,0.354511,0.004580106,-0.27642226,-0.19221473,-0.24281502,0.1089188,-0.121474564,0.1164516,0.2372073,-0.31734195,0.021578172,0.1360608,-0.049059,0.078540385,-0.2503922
5,6,"['street', 'sidewalk', 'utility pole', 'power lines', 'street light', 'fence', 'grass', 'trees', 'fire hydrant', 'cars', 'curb']","A quiet, tree-lined urban street with a sidewalk, utility poles, and a grassy fenced area on a sunny day.",9975,38.89431979031441,-76.91911718384851,DC_images/dc_9975.jpg,21.45849609375,0.0615234375,32.041259765625,34.55712890625,0.0,2.1605508,1.3976296,-0.16865325,0.18629023,-0.018750433,-0.3317703,0.8555353,0.47028866,0.052464236,0.2178237,0.5386194,-0.49945283,0.0788197,0.076726586,0.026058147,-0.7876955,-0.17369533,0.30913162,-0.0014571548,-0.20412375,-0.5634197,0.19777979,0.36796036,-0.02462486,0.30330828,-0.3926849,-0.13375619,0.20199744,-0.40293878,0.3173742,0.04201539,0.16603455,-0.051753085,0.08860279,0.02349954,0.0024820066,-0.3297174,0.30803472,0.098252155,-0.3480647,0.1873496,-0.11826314,-0.22775516,0.0980398,0.059019547,-0.26317763,-0.0045103612,-0.07070744,-0.07255803,-0.018843565
6,3,"['trees', 'grass', 'sidewalk', 'street', 'shadows', 'fence']","A green, shaded park area with several trees and an adjacent sidewalk or street.",8144,38.88172778003389,-76.95601223666002,DC_images/dc_8144.jpg,86.701416015625,0.0,1.98876953125,11.309814453125,0.0,1.5837437,-0.7550032,-0.5083208,1.9115902,-1.3637973,0.38052872,-0.5019004,-0.9167157,0.14290975,-0.22850263,-0.43291909,-0.21204126,0.8733374,-0.06236923,-0.05293967,-0.58570135,0.066178106,-0.30776498,-0.0024931694,0.55330217,0.1955534,0.6960946,-0.6924444,-0.20583443,-0.52588713,-0.74289596,0.02675744,0.1415352,-0.20485963,0.070386596,0.159298,0.057210546,-0.115123264,-0.04115843,-0.3212521,0.4105519,-0.41690615,-0.21529762,-0.2526347,-0.06377903,-0.22942604,-0.10646387,-0.13912348,0.10727593,0.30869892,-0.13210909,-0.08767003,0.12620781,0.06557631,0.1328742
3,6,"['tree', 'car', 'fence', 'alley', 'buildings', 'driveways', 'power lines', 'shrubs', 'grass']","A quiet urban alleyway with parked car, trees, and back entrances to residential buildings.",7100,38.84930346751139,-76.97676822828599,DC_images/dc_7100.jpg,33.4853515625,4.638427734375,19.698974609375,20.346435546875,0.0,2.696131,0.29772788,1.2006546,0.4961791,-0.4475043,0.6056253,-0.097485825,0.35124758,-0.2968849,0.19646242,-1.1667223,0.13497752,-0.8313624,0.842637,-0.23656249,-0.51663965,0.5159452,-0.63691723,0.19126718,0.10686319,0.12859601,-0.31240493,-0.44918454,0.14607817,0.22536816,0.45490664,0.016377084,-0.22900413,-0.299154,-0.39103326,-0.0724431,-0.30161786,-0.032202456,-0.039757386,-0.04430928,-0.13834009,-0.20595945,0.2565061,0.14701317,-0.30154595,0.051155236,0.19373846,-0.08012496,0.17288755,-0.10775024,0.10683122,0.037970543,-0.13878807,0.21966118,0.10256302
3,8,"['tables', 'chairs', 'person', 'building', 'signage', 'glass doors', 'potted plant']",A sidewalk café area next to a sweets and eats shop with outdoor seating and modern building surroundings.,4409,38.93037673634114,-77.032100714019,DC_images/dc_4409.jpg,0.0,66.07666015625,6.845703124999999,0.845947265625,0.0,1.3282936,0.030176153,-1.246913,-0.53621453,1.7233748,1.1027241,1.0036473,0.66997474,-0.043325175,0.50011694,-0.88477534,-0.5754318,0.6096698,-1.0856192,0.3913312,0.6307819,-0.51077145,-0.8078406,1.5482347,0.1822216,1.3922175,0.3854315,-0.06993339,1.1623079,-0.4240367,0.97230583,0.57282,0.082735375,-0.3249324,0.25592208,0.32349387,0.1396193,0.5098973,-0.20120753,-0.14577557,-0.25855085,-0.06341423,-0.20753254,0.615512,0.7615969,-0.1648249,-0.8105867,-0.25722414,-0.18416537,0.26567587,0.15590094,0.29399815,-0.3433047,-0.0100572575,-0.25636548
1,2,"['insulation material', 'exposed pipes and ducts', 'stacked cardboard sheets', 'glass window frames', 'concrete floor', 'metal frames', 'open doorway', 'wall mounted box/panel']","An unfinished building interior with exposed insulation, ductwork, and construction materials.",6114,38.92137280224457,-76.99750171670252,DC_images/dc_6114.jpg,0.0,0.0,0.0,0.0,0.0,0.3124284,-0.96060425,-1.3317586,0.9936298,1.9051895,0.9606778,0.37779188,-0.27821407,-0.45560747,0.12146738,-0.165296,-0.31234354,-0.3694778,0.22965713,-1.391202,-0.13678734,0.18964352,0.3182269,-0.15885131,0.6124942,-0.11468852,-0.7116507,-0.9304938,-0.03953293,0.048930634,0.2945442,-0.024016986,-1.1168867,-0.46463722,0.34708184,0.067189194,-0.81197333,-0.6327093,-0.055054333,-0.12419599,-0.007845701,-0.22120291,-0.08117985,-0.5168216,0.08286369,0.033361934,0.010523375,0.025710443,0.4687879,0.2590205,-0.39817622,-0.08974703,-0.29117405,-0.11201179,0.042566743
5,8,"['houses', 'cars', 'trees', 'power lines', 'sidewalk', 'street', 'fence', 'mailbox', 'grass']","A sunny residential street corner with houses, parked cars, and abundant greenery.",9173,38.88712315286677,-76.93526190454178,DC_images/dc_9173.jpg,9.548828125,9.423583984375,38.869384765625,34.073486328125,0.0,2.4305475,-0.6806521,1.7771893,-0.3563728,0.006315277,-0.5230062,0.26531097,0.9114682,-0.6643931,1.0029182,0.76797825,0.10463126,0.32911453,-0.19581325,0.43313003,-0.38684806,0.3465559,-0.30497134,-0.069423355,0.1493753,-0.078924485,0.06797964,-0.8056152,-0.1297973,0.17196852,-0.29409212,-0.3964942,0.1849841,-0.13191465,-0.13494685,-0.13484742,0.2539338,-0.09316673,-0.42523244,-0.25595886,0.10530927,-0.26200643,0.21920195,-0.18126467,0.0369128,0.41841915,0.027156537,-0.044155363,-0.4039144,-0.09563766,-0.4546624,0.034450833,0.04724011,-0.17163107,0.083508365
3,8,"['meeting table', 'office chairs', 'artwork on wall', 'light fixtures', 'glass wall', 'doors', 'plant']","A modern, well-lit office meeting room with a large table and several chairs behind a glass wall.",3826,38.90695134997714,-77.04361948882587,DC_images/dc_3826.jpg,0.762939453125,0.0,0.0,0.0,0.0,-1.2467457,-4.515244,-2.320455,-2.0643148,2.0543287,0.7358083,-0.82277614,1.8232169,1.0921755,0.34547544,0.30316472,-0.37782454,1.2191042,1.9060429,-0.43124235,-0.2565123,-1.0581352,0.42654708,-0.00526868,-1.3517896,0.26390022,0.41051728,-1.1036912,-0.74850684,1.3194805,-0.64972615,-0.23700055,-0.47440192,-0.25837725,0.03009185,0.12470712,0.25189263,0.9026628,0.35298452,-0.7053092,-0.32827157,0.10245602,-0.0022898929,-0.71619594,-0.55014914,-0.2656198,-0.4238851,-0.081666686,0.23410411,0.0077561717,0.03813747,0.31901905,0.017034808,-1.0734247,-0.24163204
5,7,"['road', 'bike lane', 'sidewalk', 'trees', 'grass', 'traffic lights', 'street signs']",A green-lined road with a bike lane curves past a grassy area with trees and sidewalks under a clear blue sky.,5679,38.95920745770619,-77.0067306059046,DC_images/dc_5679.jpg,37.0224609375,0.030517578125,25.7646484375,36.5302734375,0.0,1.4347458,-1.6918545,-1.7842443,0.4165966,-3.6903744,0.17348918,0.8552297,0.098063156,-0.059005067,0.6995784,0.4996639,0.11614103,0.6335519,-0.8452307,0.36723495,1.007374,0.6854673,-1.8198384,0.5205112,-1.1595166,-0.2623518,0.3593747,0.25780007,0.51865774,0.61420566,-0.14672337,0.2376238,-0.09543817,-0.21996531,0.52707666,-0.18295369,0.1545678,-0.030616453,0.0051161186,-0.60205555,0.19337007,-0.45703763,-0.14027773,0.119943194,-0.2591608,0.122331746,-0.3457109,-0.83922553,-0.48166236,-0.121586256,0.37476406,0.12642953,-0.035659052,-0.008496154,0.0005040409
4,8,"['building', 'driveway', 'sidewalk', 'trees', 'windows', 'handrails', 'fire hydrant', 'street', 'power lines']",A modern building with a driveway and surrounding trees along a city street.,1437,38.91593157226162,-77.09205422111161,DC_images/dc_1437.jpg,15.832763671875,12.676025390625,26.998046875,34.866455078125,0.0,2.1306798,0.68402666,1.1627009,-0.2235719,0.9013287,0.45808646,-1.4253482,0.63712084,0.8678285,1.1580003,0.2752202,-0.29155806,0.3609026,-0.09344202,-0.6403759,-0.33362558,0.15047151,-0.5868742,-0.34869564,0.063630834,-0.42484024,-0.650522,0.87036675,0.5137355,0.49452633,0.66494095,0.15627284,0.40158388,-0.13879663,-0.10644978,0.13345295,-0.30059355,0.29451725,-0.019587047,-0.31792158,0.24875861,-0.21455368,-0.07049151,-0.14294258,0.34062752,-0.05957806,-0.020685256,-0.16703297,-0.30072713,-0.17158024,-0.22225413,-0.15978384,-0.17486763,0.26298696,-0.031632748
4,8,"['crosswalk', 'traffic lights', 'buildings', 'sidewalk', 'parked cars', 'scooters', 'trees', 'street lamps', 'street signs']","A city intersection on a cloudy day, featuring crosswalks, parked cars, and multi-story buildings lining the street.",4524,38.93217900835149,-77.02979484617072,DC_images/dc_4524.jpg,2.708251953125,24.990234375,26.5068359375,40.951416015625,0.0,2.0484686,1.6330849,-0.23488228,-2.0431802,0.3901892,-0.30728856,0.24182974,0.14388193,-0.08902182,0.014723615,-0.15147553,0.10571067,-0.53053814,0.19930142,0.14348094,0.39053944,0.2525499,0.020478472,-0.14243129,0.026789322,-0.26232168,0.15871619,-0.2273576,0.012915181,-0.5413676,0.40418884,-0.7257569,-0.022028439,0.16582763,-0.0153139895,-0.13834767,-0.41389322,0.050731733,-0.01873442,-0.35604826,0.0142596355,-0.014853254,0.3053306,-0.24971427,-0.16381116,0.28268042,-0.069336645,0.15752439,0.10406227,-0.27396852,0.49368587,0.03924547,-0.15086475,-0.3082203,-0.0020901642
5,6,"['road', 'sidewalk', 'trees', 'bushes', 'street lamp', 'guard rail', 'traffic signs', 'curb']","A gently curving road bordered by a sidewalk, trees, and some shrubbery on a cloudy day.",3838,38.92857133787829,-77.04363271429031,DC_images/dc_3838.jpg,31.710205078125,0.1201171875,19.044189453125,34.706787109375,0.0,2.2635086,1.1589462,-0.6255177,0.23222901,-1.0264196,-1.0514708,-0.4388743,-0.25819644,-0.2918959,0.3680117,0.25887206,-0.73329145,0.2805809,0.88939726,-0.49049607,0.23342279,-0.3491973,0.42024794,0.5501236,-0.20217662,-0.20612201,-0.27057794,0.67881244,0.16560583,0.15836449,0.22351341,0.37484556,-0.29221135,0.5471279,0.1482738,-0.25444707,-0.44928774,0.34751016,0.19798948,0.23579657,0.09966599,-0.3840471,-0.3073609,0.3043348,-0.26303148,-0.3036845,-0.28721786,0.2251685,-0.014922544,0.024590375,0.04989962,0.017799681,-0.06352753,0.077446975,0.43883523
6,7,"['trees', 'parked cars', 'street', 'sidewalk', 'houses', 'street markings', 'fence']",A tree-lined residential street with parked cars and shaded sidewalks on both sides.,4760,38.94659336123188,-77.02518657943914,DC_images/dc_4760.jpg,52.71166992187501,4.264892578125,0.8212890625,33.930908203125,0.0,1.4559474,0.90580535,-0.47627157,0.6445052,-0.070354655,-0.10201773,1.1243122,-0.46575728,0.386387,-0.62464184,0.10749372,-0.20292588,-0.016883254,0.73757225,-0.08863572,-0.20938766,-0.49866033,0.22338219,-0.40240243,0.31189433,0.23970445,-0.17959416,0.18616998,-0.22399743,-0.15938963,-0.12881625,-0.015017427,-0.29374745,-0.3710953,0.39027622,0.00668635,-0.02811767,-0.1116154,0.29314497,-0.1468584,0.008234568,-0.17049444,-0.28618345,0.097663574,-0.33710423,0.19664863,-0.14571966,0.19617444,-0.026503257,0.1457841,0.11278609,0.06696088,-0.26526266,-0.06361041,-0.19134197
6,8,"['crosswalk', 'road', 'houses/buildings', 'streetlight', 'trees', 'clouds', 'sidewalk', 'pickup truck', 'traffic poles', 'fence', 'lawn', 'manhole cover', 'tower/clock structure']","A crosswalk leads to a residential area with row houses, large trees, and a brick clock tower under a sky filled with clouds.",5767,38.91236441449605,-77.00442014707102,DC_images/dc_5767.jpg,10.02490234375,5.47314453125,34.843017578125,45.405029296875,0.0,1.9286264,0.91273075,-0.3973887,-1.5989987,-0.4637751,-0.21896458,0.032484066,-0.40944365,0.4127269,0.03994358,-0.025251832,-0.11993807,-0.46455383,-0.46860087,-0.17645924,-0.24440795,-0.23031688,-0.43828076,0.06840708,-0.25942728,-0.38093928,-0.090258434,0.12639011,-0.4006419,-0.7182741,-0.29553127,-0.015162687,0.30839294,-0.06637519,-0.09090381,-0.102081895,-0.027119074,-0.250129,0.24392453,0.06639069,-0.035384353,-0.234168,0.13531074,-0.5143969,0.0248081,0.16718863,0.039019547,-0.1299544,-0.25138724,0.12030965,0.15073076,-0.107409805,-0.14610815,-0.23231885,0.16859917
4,6,"['apartment building', 'cars', 'parking spaces', 'road', 'trees', 'shrubs', 'fence', 'utility box', 'sidewalk']","A residential apartment complex with a parking lot, several parked cars, and trees surrounding the area.",5119,38.97722270786735,-77.01827299386805,DC_images/dc_5119.jpg,17.188232421875,9.27392578125,24.812255859375,42.182373046875,0.0,1.9214231,-0.053063262,0.3168633,-0.6010136,0.07315505,0.89643866,-0.42201555,-0.2866577,0.84314406,0.72287387,-0.37998998,0.2888689,0.41973805,0.86758834,0.031294312,0.57742757,0.87040794,-0.25411955,-0.68254644,0.19259456,-0.2359858,-0.4728223,-0.050451413,0.21700138,0.23331858,0.25090626,0.7288361,0.0032176666,0.0019098935,-0.08775714,0.124872856,0.35687974,-0.035873625,-0.01470052,-0.18627578,-0.055034824,0.07623098,-0.06004232,-0.062163364,-0.04432211,0.50071216,0.11535254,0.41156152,-0.141423,-0.11872923,0.18677787,0.06737255,0.63098395,-0.36878088,-0.1813356
0,0,"[""text: 'Sorry, we have no imagery here.'""]",The image is blank except for a message indicating no available imagery.,3978,38.975415178637896,-77.04135331856622,DC_images/dc_3978.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0,-5.2868905,0.16616456,0.34411722,-0.031950228,-0.0791509,0.0016656572,-0.026635977,-0.016802637,-0.01751517,0.015677704,-0.0066995416,0.009895937,0.0032976223,-0.0033643865,0.023908926,0.002010784,-0.0066258125,0.006026984,0.007975861,0.0026609683,0.0032144478,0.0055828355,0.0070936787,-0.0029863983,-0.016691457,0.0047813114,-0.005279528,-0.0038510596,-0.004614743,-0.0026806127,0.006151469,-0.010177307,0.00289507,0.0047742045,-0.0016857347,-0.0011576894,-0.0014757189,0.003081027,0.009234117,-0.002323365,-0.0009566211,0.003916459,-0.0054529933,0.000897152,-0.004998477,0.0030749189,8.1211496e-05,0.0019650783,-0.001260109,0.00016252286
8,4,"['person', 'backpack', 'walking path', 'grass', 'bushes', 'trees']",A person is walking along a narrow path surrounded by lush greenery and tall trees in a forested area.,3614,38.93577616766743,-77.04825071501341,DC_images/dc_3614.jpg,76.941162109375,0.0,11.4228515625,11.375244140625,0.0,0.52252537,-0.32403672,-2.8910422,2.8369608,-0.8925641,-1.6426061,-0.0041243294,-0.031885955,-0.063844286,0.9057142,0.25163266,1.3897611,-0.3381248,-0.9943089,-0.21965334,0.8711518,0.15838906,0.3043431,0.51643836,1.0107167,0.8213647,0.4801281,-0.19165194,0.28706312,0.059475183,0.4147074,0.24680646,-0.49480698,-0.16062881,0.7829421,0.35523298,0.4518205,0.47707516,0.8717826,-0.05947808,0.25821882,-0.076317705,-0.18512513,0.032903958,-0.22180909,-0.35558394,0.12014206,-0.040305123,0.2512399,-0.8071607,-0.31390244,-0.7550543,-0.06797572,-0.8542228,0.06947252
0,0,"[""text: 'Sorry, we have no imagery here.'""]",A plain white image with a message indicating that no imagery is available.,3751,38.97721510049796,-77.04597063765776,DC_images/dc_3751.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0,-5.2868905,0.16616456,0.34411722,-0.031950228,-0.0791509,0.0016656572,-0.026635977,-0.016802637,-0.01751517,0.015677704,-0.0066995416,0.009895937,0.0032976223,-0.0033643865,0.023908926,0.002010784,-0.0066258125,0.006026984,0.007975861,0.0026609683,0.0032144478,0.0055828355,0.0070936787,-0.0029863983,-0.016691457,0.0047813114,-0.005279528,-0.0038510596,-0.004614743,-0.0026806127,0.006151469,-0.010177307,0.00289507,0.0047742045,-0.0016857347,-0.0011576894,-0.0014757189,0.003081027,0.009234117,-0.002323365,-0.0009566211,0.003916459,-0.0054529933,0.000897152,-0.004998477,0.0030749189,8.1211496e-05,0.0019650783,-0.001260109,0.00016252286
3,5,"['car', 'road', 'trees', 'parking lot', 'building', 'dumpster', 'utility pole', 'fence', 'barrel', 'trash can']","A small parking lot with a single car, adjacent to a road and lined with trees and buildings in the background.",6421,38.858313830053696,-76.99059104783834,DC_images/dc_6421.jpg,13.765625,4.762451171875,29.935302734375004,38.302001953125,0.0,1.9787471,0.42366752,0.07185199,-0.038436644,0.93054414,-0.2775235,0.26852015,-0.5796834,0.28633368,1.9193366,0.014957121,0.9094241,0.3907825,-0.37321097,-0.32878396,-0.6060956,-0.17240396,-0.00063858577,-0.4260999,-0.67361534,-0.13140272,-0.015549115,0.39064842,0.08334149,-0.85771793,-0.2946609,0.20177525,0.15137278,-0.13028517,0.08233111,-0.2864611,-0.011201875,-0.1735062,-0.49819824,0.16497846,-0.05180052,0.43605518,-0.338906,0.11052375,0.19187634,-0.5438331,-0.11159149,-0.3579899,0.3422023,-0.11748283,0.32631388,0.10479985,-0.31011674,0.1308686,-0.07929889
5,6,"['tree', 'sidewalk', 'street', 'fence', 'brick building', 'cars', 'grass', 'sign']","A residential street scene featuring a brick apartment building, tree-lined sidewalk, fenced yard, and parked cars.",5724,38.8348921799992,-77.00441535101636,DC_images/dc_5724.jpg,40.59814453125,7.473876953125,8.451171875,32.34765625,0.0,2.5394628,0.3440331,1.5528562,0.059700098,0.7343216,-0.24259934,-0.13686019,-0.22538973,-0.15782313,0.07554388,0.6043971,0.7454876,-0.2705161,-0.09088442,-0.22649527,-0.1823948,-0.06265306,-0.8909413,-0.4393656,-0.29872566,0.10932746,-0.020066924,-0.22720605,0.10903997,-0.13425922,-0.39934313,0.020899419,-0.032502938,-0.32174316,0.3212234,-0.30313456,0.19471844,-0.11175107,0.29907978,-0.094723836,-0.033092003,-0.29431736,-0.122743756,0.05190682,0.36233163,-0.023144465,0.24899268,-0.18636866,-0.17687008,0.064292155,-0.014698125,-0.12669356,0.16756909,-0.18723218,-0.102024384
5,3,"['sidewalk', 'grass', 'trees', 'bushes', 'stone wall', 'house', 'road']",A residential scene featuring a small house set back behind trees and a grassy lawn with a sidewalk and stone wall in front.,7903,38.85830757311721,-76.96063525405681,DC_images/dc_7903.jpg,72.2333984375,1.8701171875,18.115234375,7.11083984375,0.0,2.6188216,-2.3545008,0.90956604,1.0542897,-1.836204,0.9808346,-1.0136715,0.11099001,-0.1891697,-1.5078657,0.43031517,0.39735803,0.62966835,-0.83179843,-0.42105004,0.18318677,-0.9488547,0.04741724,-0.4589245,0.06819259,-0.5054488,0.07711566,0.50167483,0.63493884,-0.76358867,0.040099196,0.19353561,-0.6182324,0.18910073,-0.44051054,0.011879031,0.31565726,0.0013085908,0.27005708,-0.1969511,-0.28734562,-0.29298472,0.8142507,0.10012839,0.0022452937,-0.26389813,-0.13942656,0.17203991,0.13091202,0.39070338,0.10087311,0.21785629,0.123298086,0.3983659,-0.09531963
0,0,"[""text: 'Sorry, we have no imagery here.'""]",The image is a blank area with only a message stating there is no imagery available.,4585,38.83669072661722,-77.02745140411324,DC_images/dc_4585.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0,-5.2868915,0.16616268,0.34411633,-0.03195057,-0.079150684,0.0016647396,-0.026636241,-0.016802615,-0.01751486,0.015676944,-0.0067000715,0.009896307,0.0032980556,-0.003364837,0.023908516,0.0020109362,-0.006625725,0.006026277,0.007975195,0.0026613176,0.0032133735,0.005582254,0.0070929695,-0.0029862786,-0.016690666,0.004781166,-0.0052798055,-0.0038521609,-0.0046137697,-0.0026802442,0.006152761,-0.010176946,0.002895462,0.004773272,-0.0016861238,-0.0011576265,-0.0014765593,0.0030810616,0.009234921,-0.0023241492,-0.00095749495,0.0039156782,-0.005453463,0.00089711434,-0.0049983147,0.0030743442,8.087491e-05,0.0019650653,-0.0012610053,0.0001613785
0,0,"['text: Sorry, we have no imagery here.']",A blank image with a central message stating that no imagery is available.,8595,38.87271555054275,-76.94679876236431,DC_images/dc_8595.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0,-5.2868915,0.16616268,0.34411633,-0.03195057,-0.079150684,0.0016647396,-0.026636241,-0.016802615,-0.01751486,0.015676944,-0.0067000715,0.009896307,0.0032980556,-0.003364837,0.023908516,0.0020109362,-0.006625725,0.006026277,0.007975195,0.0026613176,0.0032133735,0.005582254,0.0070929695,-0.0029862786,-0.016690666,0.004781166,-0.0052798055,-0.0038521609,-0.0046137697,-0.0026802442,0.006152761,-0.010176946,0.002895462,0.004773272,-0.0016861238,-0.0011576265,-0.0014765593,0.0030810616,0.009234921,-0.0023241492,-0.00095749495,0.0039156782,-0.005453463,0.00089711434,-0.0049983147,0.0030743442,8.087491e-05,0.0019650653,-0.0012610053,0.0001613785
6,8,"['sidewalk', 'crosswalk', 'traffic signal', 'cars', 'trees', 'street sign', 'grass', 'buildings', 'bicycle lane']","A broad suburban street lined with trees, sidewalks, and residential buildings under a clear sky.",4189,38.94478865044037,-77.03672137808704,DC_images/dc_4189.jpg,25.800537109375,2.944580078125,27.536376953125004,34.484375,0.0,2.5940356,0.16261762,0.27554363,-0.385458,-1.506304,-0.76776034,0.8849445,0.37324062,-0.4616207,-0.07720536,0.8742451,-0.443231,0.54597974,-0.42248484,-0.3103211,-0.5179981,-0.6408387,-0.22739807,0.42593303,-0.20908958,-0.543448,0.17428678,-0.09566876,-0.12370836,-0.18941791,-0.22860949,0.0657433,-0.27503714,-0.24854766,0.28717357,-0.3990188,-0.31619897,0.0700737,-0.15094285,0.056546044,0.025177738,-0.26513752,0.31943968,0.23304856,-0.10279468,0.2470789,0.13293475,-0.051927608,0.16411433,-0.30377448,-0.21411483,0.05333565,0.023510437,0.17100647,0.22983508
5,8,"['cars', 'houses', 'trees', 'bike lane', 'street lights', 'sidewalk', 'power lines', 'road markings']","A suburban street with houses, trees, cars, and a marked bike lane, providing a pleasant and accessible environment.",4542,38.96460880399912,-77.02980840375527,DC_images/dc_4542.jpg,29.110107421875,3.786376953125,22.15869140625,41.960693359375,0.0,2.4342372,1.8132657,0.15640596,-0.7125086,-0.68760264,-0.30194968,0.18202417,1.0433466,-0.48771203,-0.040362958,0.41579583,-0.46025556,0.0023706367,-0.5478025,-0.6423474,0.5003823,-0.4808295,-0.53420305,0.28817013,-0.4226287,-0.06299373,0.30942014,-0.22914113,-0.08333147,-0.25883105,0.56701833,-0.41297367,-0.025068386,-0.19529614,-0.26776007,-0.11160946,0.01038739,0.21512108,0.10369095,-0.22432327,-0.061250012,0.07260276,-0.05104563,0.11728297,0.1606993,0.17206182,0.14198038,0.015483597,0.28324088,-0.07052439,0.024720605,0.11071465,-0.06973281,-0.13188368,0.0036156673
0,0,"['text: Sorry, we have no imagery here.']",A blank image with a message indicating no available imagery.,8617,38.91235237292132,-76.94676919621604,DC_images/dc_8617.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0,-5.2868915,0.16616268,0.34411633,-0.03195057,-0.079150684,0.0016647396,-0.026636241,-0.016802615,-0.01751486,0.015676944,-0.0067000715,0.009896307,0.0032980556,-0.003364837,0.023908516,0.0020109362,-0.006625725,0.006026277,0.007975195,0.0026613176,0.0032133735,0.005582254,0.0070929695,-0.0029862786,-0.016690666,0.004781166,-0.0052798055,-0.0038521609,-0.0046137697,-0.0026802442,0.006152761,-0.010176946,0.002895462,0.004773272,-0.0016861238,-0.0011576265,-0.0014765593,0.0030810616,0.009234921,-0.0023241492,-0.00095749495,0.0039156782,-0.005453463,0.00089711434,-0.0049983147,0.0030743442,8.087491e-05,0.0019650653,-0.0012610053,0.0001613785
4,8,"['outdoor tables', 'yellow umbrellas', 'sidewalk', 'glass storefront', 'people', 'chalkboard sign', 'chairs', 'trees (reflected)', 'building windows']","A modern city café with outdoor seating under yellow umbrellas along a busy, urban sidewalk.",4281,38.90515275980381,-77.03439516760582,DC_images/dc_4281.jpg,0.153076171875,64.143798828125,0.0,0.0,0.0,-0.44013166,-3.8100643,-3.0767884,-1.2550703,0.7493613,-0.7799143,1.0296215,-0.28187189,1.5370312,-0.11900469,-0.014327576,1.1299858,-0.30048725,-1.921492,1.3100303,-0.1513322,-0.012482323,0.66883487,0.52171457,-0.4717562,0.8006566,1.6398259,-0.16667223,0.75183624,0.6005026,0.47251898,0.1598171,0.4246361,-0.0056576533,-0.2939813,0.56395125,0.3946353,0.34104854,0.33571163,0.41628918,0.2924553,0.13759796,-0.10404997,-0.34205946,0.021752505,0.3843737,0.27125117,-0.753899,-0.05729959,1.5986221,-0.26784927,0.62225723,0.9293466,0.6836673,-0.09181912
